WORD,EXAMPLE,SOURCE
letter, the letter 'a' is the first letter of the alphabet,gpt_gdex
letter, the postman dropped off a stack of letters addressed to various residents of the neighborhood,gpt_gdex
letter," the lawyer sent a formal letter to the opposing party, outlining his client's demands",gpt_gdex
letter," the prisoner wrote a letter of apology to the victim's family, seeking forgiveness for his actions",gpt_gdex
shame, it's a shame that she wasn't able to attend the party; everyone missed her lively presence,gpt_gdex
shame," he felt a deep sense of shame for his actions, as he knew they had caused pain to those around him",gpt_gdex
shame, the company's unethical practices brought shame upon their reputation and resulted in a loss of trust from their customers,gpt_gdex
shame, she couldn't help but feel a twinge of shame as she realized she had forgotten her friend's birthday,gpt_gdex
shame, the homeless man's tattered clothes and worn-out shoes were a stark reminder of the shame of poverty that society often neglects,gpt_gdex
kind, she is a kind-hearted person who always helps those in need,gpt_gdex
kind, the teacher praised her for her kind and encouraging words,gpt_gdex
kind, they decided to go to a kind of exotic restaurant they had never been to before,gpt_gdex
kind, the doctor prescribed a kind of medication to treat her symptoms,gpt_gdex
kind, it was a kind gesture for him to donate his old clothes to the homeless shelter,gpt_gdex
throw, he can throw a ball very far,gpt_gdex
throw, she decided to throw out all her old clothes,gpt_gdex
throw, the politician's scandalous behavior could throw the entire campaign into chaos,gpt_gdex
throw, the chef can throw together a delicious meal with just a few ingredients,gpt_gdex
throw, i accidentally threw my phone across the room when i tripped,gpt_gdex
suppose, i suppose we should bring an umbrella in case it rains,gpt_gdex
suppose, the detective supposed that the suspect had a motive for the crime,gpt_gdex
suppose," she always wears a smile, as if she supposed that happiness was contagious",gpt_gdex
suppose," he supposed that his team would win the match, but they ended up losing",gpt_gdex
suppose, we can only suppose what will happen next in this unpredictable situation,gpt_gdex
draw, she used a pencil to draw a beautiful landscape on the blank canvas,gpt_gdex
draw, the detective asked the witness to draw a sketch of the suspect,gpt_gdex
draw, the artist's new exhibition is expected to draw a large crowd,gpt_gdex
draw, the teacher asked the students to draw a diagram to explain the scientific concept,gpt_gdex
draw, the magician waved his wand and performed a trick that seemed to draw a rabbit out of thin air,gpt_gdex
arrive, the train is scheduled to arrive at 10:00 am,gpt_gdex
arrive, we arrived at the airport just in time to catch our flight,gpt_gdex
arrive, the pizza delivery guy will arrive at your house in about 20 minutes,gpt_gdex
arrive," after a long journey, we finally arrive at our destination",gpt_gdex
arrive, the package should arrive by mail within the next few days,gpt_gdex
growth, the economic growth of the country has been steadily increasing over the past decade,gpt_gdex
growth, she experienced a significant growth spurt during her teenage years,gpt_gdex
growth, the growth of social media platforms has revolutionized the way we communicate,gpt_gdex
growth, the company's rapid growth in market share can be attributed to its innovative products,gpt_gdex
growth," the growth of a plant is influenced by various factors such as sunlight, water, and nutrients",gpt_gdex
sign,"a neon sign flashed outside the store, attracting customers with its bright colors",gpt_gdex
sign,the teacher asked the students to sign their names on the attendance sheet,gpt_gdex
sign,the doctor interpreted the patient's symptoms as a sign of a more serious underlying condition,gpt_gdex
sign,she carefully studied the road signs to ensure she was on the right path,gpt_gdex
sign,the treaty was a significant sign of progress in the diplomatic negotiations,gpt_gdex
play, i enjoy going to the park to watch children play on the playground,gpt_gdex
play, the actor delivered an outstanding performance in the play last night,gpt_gdex
play," the children engaged in imaginative play, pretending to be pirates on a grand adventure",gpt_gdex
play," the chess players engaged in a strategic play, carefully considering their moves",gpt_gdex
play, the politician used clever word play to sway the audience during the debate,gpt_gdex
prove, the scientist conducted an experiment to prove his hypothesis,gpt_gdex
prove, the lawyer presented evidence to prove the defendant's innocence,gpt_gdex
prove, the student studied hard to prove himself to his parents,gpt_gdex
prove, the new drug underwent rigorous testing to prove its effectiveness,gpt_gdex
prove, the athlete trained tirelessly to prove that she was the best in her sport,gpt_gdex
disgust, the sight of the moldy food in the fridge filled me with disgust,gpt_gdex
disgust, his rude and offensive remarks disgusted everyone in the room,gpt_gdex
disgust, the thought of eating insects may be a source of disgust for some people,gpt_gdex
disgust, the politician's corruption scandal left a sense of disgust among the public,gpt_gdex
disgust, the graphic details in the horror movie were enough to make me feel disgust,gpt_gdex
terror, the terror on her face was evident as she recounted her harrowing experience,gpt_gdex
terror, the city was in a state of terror after the news of a potential terrorist attack spread,gpt_gdex
terror," the horror movie was filled with suspense and terror, keeping the audience on the edge of their seats",gpt_gdex
terror," the people lived in constant terror, fearing the violence that plagued their neighborhood",gpt_gdex
terror, the child's nightmares were a result of the lingering terror from witnessing a traumatic event,gpt_gdex
phase, the construction project is currently in the planning phase,gpt_gdex
phase, she is going through a rebellious phase right now,gpt_gdex
phase, the moon is currently in its waxing phase,gpt_gdex
phase, the patient is in the recovery phase after surgery,gpt_gdex
phase, we are entering a new phase of technological development,gpt_gdex
smash," he angrily threw his phone against the wall, causing it to smash into pieces",gpt_gdex
smash, the tennis player hit a powerful smash that the opponent couldn't return,gpt_gdex
smash, the car skidded on the icy road and smashed into a lamppost,gpt_gdex
smash, the chef used a mortar and pestle to smash the garlic cloves,gpt_gdex
smash, the protesters carried signs and chanted slogans as they marched to demand social justice and to smash systemic racism,gpt_gdex
starter, i need a new starter for my car because the current one is not functioning properly,gpt_gdex
starter," the restaurant offers a variety of delicious starters, including bruschetta and spring rolls",gpt_gdex
starter, the young athlete is considered a promising starter in the world of track and field,gpt_gdex
